EntrezID	Prediction	Score	GeneSymbol
4155	Intracellular	0.9345	MBP
5046	Signal-peptide	0.9703	PCSK6
284	Signal-peptide	0.9316	ANGPT1
10808	UPS	0.5519	HSPH1
1432	Intracellular	0.9345	MAPK14
56987	UPS	0.6365	BBX
56963	Signal-peptide	0.6989	RGMA
29015	Transmembrane	0.8996	SLC43A3
125058	Intracellular	0.9326	TBC1D16
6443	Transmembrane	0.8936	SGCB
89796	Intracellular	0.734	"NAV1"
83468	Intracellular	0.9344	GLT8D2
2273	UPS	0.6223	FHL1
3337	Intracellular	0.9226	DNAJB1
2801	Intracellular	0.6159	GOLGA2
54741	Transmembrane	0.6969	LEPROT
4090	UPS	0.5784	SMAD5
55365	Transmembrane	0.5247	TMEM176A
8425	Intracellular	0.7262	LTBP4
23564	Intracellular	0.9326	DDAH2
131566	UPS	0.5991	DCBLD2
116039	Intracellular	0.6127	OSR2
10725	Intracellular	0.5091	NFAT5
11342	Transmembrane	0.5721	RNF13
8425	Intracellular	0.9326	LTBP4
284297	Signal-peptide	0.8925	SSC5D
64167	Transmembrane	0.7737	ERAP2
5034	Signal-peptide	0.8905	P4HB
22920	Intracellular	0.5803	KIFAP3
5501	UPS	0.5514	PPP1CC
5919	Signal-peptide	0.9428	RARRES2
51747	Intracellular	0.9343	LUC7L3
10516	Signal-peptide	0.9756	FBLN5
80205	Intracellular	0.9345	CHD9
26268	UPS	0.5489	FBXO9
3337	Intracellular	0.9226	DNAJB1
56986	UPS	0.5947	DTWD1
4907	UPS	0.6183	NT5E
23461	Transmembrane	0.8302	ABCA5
55885	Intracellular	0.6076	LMO3
7148	Signal-peptide	0.9978	TNXB
83478	Intracellular	0.5666	ARHGAP24
2534	UPS	0.5684	FYN
3570	Signal-peptide	0.948	IL6R
873	UPS	0.5308	CBR1
79156	Transmembrane	0.5641	PLEKHF1
25890	Intracellular	0.923	ABI3BP
60487	UPS	0.6367	TRMT11
4257	Transmembrane	0.6344	MGST1
56898	UPS	0.6174	BDH2
7060	Intracellular	0.5781	THBS4
23635	Intracellular	0.5726	SSBP2
2534	UPS	0.6183	FYN
85456	Intracellular	0.5803	TNKS1BP1
51747	Intracellular	0.9345	LUC7L3
9415	Transmembrane	0.6579	FADS2
27303	Intracellular	0.6978	RBMS3
90	Signal-peptide	0.89	ACVR1
3304	Intracellular	0.7161	HSPA1B
27303	Intracellular	0.6978	RBMS3
4763	Intracellular	0.5348	NF1
22872	Intracellular	0.5507	SEC31A
23469	Intracellular	0.5409	PHF3
51474	Intracellular	0.6824	LIMA1
64764	UPS	0.6183	CREB3L2
1066	UPS	0.6185	CES1
1545	Transmembrane	0.6925	CYP1B1
710	Signal-peptide	0.9999	SERPING1
6925	Intracellular	0.5883	TCF4
4257	Transmembrane	0.8168	MGST1
55830	UPS	0.614	GLT8D1
5348	Transmembrane	0.9559	FXYD1
889	Intracellular	0.5607	KRIT1
10826	Signal-peptide	0.4319	FAXDC2
8406	Signal-peptide	0.999	SRPX
667	Intracellular	0.5666	DST
6512	Transmembrane	0.9977	SLC1A7
116039	Signal-peptide	0.5978	OSR2
22862	Intracellular	0.5986	FNDC3A
26268	Intracellular	0.9345	FBXO9
652	Signal-peptide	0.8962	BMP4
558	Intracellular	0.7192	AXL
1634	Signal-peptide	0.9114	DCN
7049	Signal-peptide	0.7388	TGFBR3
128	UPS	0.5957	ADH5
64343	UPS	0.5368	AZI2
8405	UPS	0.6183	SPOP
57088	UPS	0.5951	PLSCR4
444	UPS	0.5962	ASPH
5104	Signal-peptide	0.9961	SERPINA5
831	UPS	0.5913	CAST
23564	Intracellular	0.5537	DDAH2
2037	Intracellular	0.5873	EPB41L2
79022	Intracellular	0.9343	TMEM106C
5348	Transmembrane	0.9559	FXYD1
128	UPS	0.6368	ADH5
1580	UPS	0.5712	CYP4B1
29015	Transmembrane	0.8823	SLC43A3
54558	UPS	0.5991	SPATA6
3601	Intracellular	0.5649	IL15RA
6925	Intracellular	0.5732	TCF4
5066	Signal-peptide	0.8741	PAM
57489	UPS	0.6367	ODF2L
9747	UPS	0.5993	TCAF1
7046	UPS	0.5947	TGFBR1
91653	Transmembrane	0.5917	BOC
23469	Intracellular	0.9345	PHF3
23187	Intracellular	0.8764	PHLDB1
9612	UPS	0.614	NCOR2
6444	Transmembrane	0.9991	SGCD
3486	Signal-peptide	0.9654	IGFBP3
107	UPS	0.5494	ADCY1
8854	Intracellular	0.9328	ALDH1A2
79022	UPS	0.5402	TMEM106C
3959	Signal-peptide	0.9946	LGALS3BP
7474	Signal-peptide	0.7789	WNT5A
4763	UPS	0.5519	NF1
22905	UPS	0.5405	EPN2
124565	Transmembrane	0.9688	SLC38A10
6603	UPS	0.5697	SMARCD2
2145	UPS	0.5504	EZH1
3516	UPS	0.617	RBPJ
60487	UPS	0.6367	TRMT11
4053	Intracellular	0.551	LTBP2
4297	Intracellular	0.5855	KMT2A
4053	Signal-peptide	0.7044	LTBP2
79156	Transmembrane	0.5641	PLEKHF1
444	Transmembrane	0.9302	ASPH
26512	UPS	0.5532	INTS6
56986	UPS	0.5947	DTWD1
6095	Intracellular	0.9345	RORA
5066	Signal-peptide	0.8484	PAM
9961	UPS	0.5498	MVP
862	Intracellular	0.9327	RUNX1T1
54816	Intracellular	0.5006	ZNF280D
2549	Intracellular	0.6638	GAB1
1284	UPS	0.5977	COL4A2
165	UPS	0.5983	AEBP1
862	Intracellular	0.9345	RUNX1T1
4781	Intracellular	0.6987	NFIB
50809	Intracellular	0.6045	HP1BP3
715	Signal-peptide	0.9517	C1R
4926	UPS	0.6174	NUMA1
2734	Signal-peptide	0.9959	GLG1
400986	Intracellular	0.5877	ANKRD36C
57690	Intracellular	0.5728	TNRC6C
23564	Intracellular	0.5537	DDAH2
5176	Signal-peptide	0.9496	SERPINF1
144165	Intracellular	0.6267	PRICKLE1
1580	Transmembrane	0.9324	CYP4B1
55186	Intracellular	0.5902	SLC25A36
3069	Intracellular	0.9328	HDLBP
8910	Transmembrane	0.6293	SGCE
3671	Signal-peptide	0.994	ISLR
123803	UPS	0.5737	NTAN1
9194	Transmembrane	0.9422	SLC16A7
252995	Intracellular	0.5275	FNDC5
54757	UPS	0.5518	FAM20A
125058	Intracellular	0.9326	TBC1D16
9859	Intracellular	0.9345	CEP170
5228	Signal-peptide	0.9718	PGF
9859	Intracellular	0.6029	CEP170
4925	Signal-peptide	0.9081	NUCB2
2799	Signal-peptide	0.6902	GNS
151887	Signal-peptide	0.9041	CCDC80
57088	UPS	0.5393	PLSCR4
7431	Intracellular	0.9188	VIM
4782	Intracellular	0.7152	NFIC
9525	Intracellular	0.5041	VPS4B
51747	Intracellular	0.9343	LUC7L3
83478	UPS	0.5505	ARHGAP24
23646	UPS	0.6146	PLD3
3959	Signal-peptide	0.9824	LGALS3BP
813	Signal-peptide	0.8116	CALU
23036	Intracellular	0.9345	ZNF292
1306	Intracellular	0.6786	COL15A1
91653	Signal-peptide	0.7009	BOC
817	UPS	0.5526	CAMK2D
57498	Intracellular	0.6526	KIDINS220
4212	Intracellular	0.5055	MEIS2
2801	Intracellular	0.5895	GOLGA2
9639	Intracellular	0.583	ARHGEF10
6383	UPS	0.6091	SDC2
11168	Intracellular	0.9345	PSIP1
54477	Intracellular	0.7345	PLEKHA5
114883	UPS	0.5215	OSBPL9
3069	UPS	0.5786	HDLBP
6645	Intracellular	0.858	SNTB2
1060	Intracellular	0.9345	CENPC
2534	Intracellular	0.5209	FYN
862	UPS	0.5398	RUNX1T1
23646	Transmembrane	0.9985	PLD3
9961	Intracellular	0.9345	MVP
23741	UPS	0.5972	EID1
1284	Intracellular	0.6238	COL4A2
26020	Signal-peptide	0.9998	LRP10
22872	UPS	0.6224	SEC31A
63917	Transmembrane	0.8044	GALNT11
81847	Intracellular	0.8483	RNF146
2145	UPS	0.5709	EZH1
25890	UPS	0.5282	ABI3BP
133	Signal-peptide	0.8983	ADM
64856	Signal-peptide	0.9394	VWA1
10144	Intracellular	0.5803	FAM13A
9194	Transmembrane	0.9422	SLC16A7
5159	UPS	0.5399	PDGFRB
54899	Intracellular	0.7171	PXK
4287	Intracellular	0.5723	ATXN3
133	Signal-peptide	0.8983	ADM
256158	Intracellular	0.8761	HMCN2
57222	Intracellular	0.5507	ERGIC1
29068	UPS	0.5283	ZBTB44
83871	UPS	0.5595	RAB34
23112	Intracellular	0.5206	TNRC6B
9445	UPS	0.6183	ITM2B
64778	Intracellular	0.6532	FNDC3B
7267	UPS	0.6182	TTC3
6603	Intracellular	0.5737	SMARCD2
224	UPS	0.5976	ALDH3A2
3516	Intracellular	0.5453	RBPJ
10130	Intracellular	0.6988	PDIA6
9194	Transmembrane	0.9422	SLC16A7
10313	Intracellular	0.5736	RTN3
3643	UPS	0.6183	INSR
400	UPS	0.615	ARL1
23543	Intracellular	0.5675	RBFOX2
10010	UPS	0.5816	TANK
56986	UPS	0.609	DTWD1
57188	Signal-peptide	0.6363	ADAMTSL3
5376	Transmembrane	0.5545	PMP22
9201	Intracellular	0.5621	DCLK1
89795	Intracellular	0.683	"NAV3"
4649	Intracellular	0.5695	MYO9A
4925	Signal-peptide	0.9099	NUCB2
5627	Intracellular	0.5316	PROS1
80059	Signal-peptide	0.9622	LRRTM4
64856	Signal-peptide	0.9082	VWA1
3303	Intracellular	0.7149	HSPA1A
4212	UPS	0.5729	MEIS2
79659	Intracellular	0.6046	DYNC2H1
25925	Intracellular	0.5031	ZNF521
493869	Transmembrane	0.9984	GPX8
9902	Signal-peptide	0.6038	MRC2
4256	Intracellular	0.551	MGP
8405	UPS	0.5737	SPOP
50507	Signal-peptide	0.5318	NOX4
6645	Intracellular	0.9343	SNTB2
22872	UPS	0.5106	SEC31A
9639	Intracellular	0.5841	ARHGEF10
27314	Intracellular	0.5831	RAB30
57142	Transmembrane	0.9533	RTN4
23543	Intracellular	0.6975	RBFOX2
5547	UPS	0.5604	PRCP
27314	UPS	0.5405	RAB30
9194	Transmembrane	0.7503	SLC16A7
55830	Transmembrane	0.5671	GLT8D1
8675	UPS	0.5288	STX16
54510	Intracellular	0.5223	PCDH18
9322	Intracellular	0.9345	TRIP10
5087	Intracellular	0.9344	PBX1
8082	Transmembrane	0.9878	SSPN
9728	UPS	0.5839	SECISBP2L
8615	Intracellular	0.6451	USO1
5325	Intracellular	0.5733	PLAGL1
8425	Intracellular	0.9326	LTBP4
1956	Signal-peptide	0.9073	EGFR
6934	Intracellular	0.5869	TCF7L2
9528	Signal-peptide	0.8771	TMEM59
23564	Intracellular	0.9326	DDAH2
59342	UPS	0.6175	SCPEP1
10417	Signal-peptide	0.7905	SPON2
54664	UPS	0.5074	TMEM106B
6925	UPS	0.6052	TCF4
201895	Intracellular	0.8658	SMIM14
6444	Transmembrane	0.9992	SGCD
4046	Intracellular	0.6131	LSP1
54899	Intracellular	0.6127	PXK
9674	Transmembrane	0.9987	KIAA0040
10493	Transmembrane	0.6235	VAT1
4287	Intracellular	0.5725	ATXN3
3074	UPS	0.573	HEXB
26118	UPS	0.57	WSB1
64857	Intracellular	0.8887	PLEKHG2
23102	Signal-peptide	0.5125	TBC1D2B
1462	Intracellular	0.6102	VCAN
4311	Transmembrane	0.9839	MME
5376	Transmembrane	0.7469	PMP22
1066	UPS	0.6368	CES1
4054	Intracellular	0.9343	LTBP3
2690	Signal-peptide	0.9741	GHR
224	UPS	0.5453	ALDH3A2
2690	Signal-peptide	0.9741	GHR
51621	Intracellular	0.9345	KLF13
8425	Intracellular	0.6419	LTBP4
1307	Intracellular	0.5953	COL16A1
126393	Intracellular	0.9343	HSPB6
6720	Intracellular	0.551	SREBF1
5066	Signal-peptide	0.8787	PAM
8895	Intracellular	0.5189	CPNE3
1634	Signal-peptide	0.9114	DCN
5786	Signal-peptide	0.9982	PTPRA
256158	Signal-peptide	0.8677	HMCN2
4257	Transmembrane	0.6344	MGST1
5325	Intracellular	0.5007	PLAGL1
9520	Intracellular	0.5006	NPEPPS
667	Intracellular	0.5638	DST
25890	Intracellular	0.9345	ABI3BP
2908	Intracellular	0.595	NR3C1
5348	Transmembrane	0.9559	FXYD1
23646	Intracellular	0.9344	PLD3
23321	Intracellular	0.6216	TRIM2
2531	Signal-peptide	0.7752	KDSR
7049	Signal-peptide	0.7388	TGFBR3
2037	Intracellular	0.5857	EPB41L2
114883	UPS	0.5699	OSBPL9
2799	UPS	0.6368	GNS
94134	UPS	0.5511	ARHGAP12
224	Intracellular	0.5623	ALDH3A2
23564	Intracellular	0.9285	DDAH2
51635	UPS	0.5537	DHRS7
9322	Intracellular	0.8764	TRIP10
64397	Intracellular	0.7336	ZNF106
29952	Intracellular	0.9327	DPP7
3320	Intracellular	0.9345	HSP90AA1
1634	Signal-peptide	0.9114	DCN
1831	UPS	0.521	TSC22D3
7431	Intracellular	0.9343	VIM
231	UPS	0.6141	AKR1B1
6383	UPS	0.614	SDC2
23017	Transmembrane	0.9021	FAIM2
55022	Intracellular	0.5408	PID1
8910	Intracellular	0.9342	SGCE
1028	Intracellular	0.6423	CDKN1C
54947	Intracellular	0.9326	LPCAT2
81603	Intracellular	0.6125	TRIM8
4054	Signal-peptide	0.7198	LTBP3
2878	Signal-peptide	0.9472	GPX3
677	Intracellular	0.6158	ZFP36L1
1545	UPS	0.6183	CYP1B1
4926	UPS	0.6125	NUMA1
5295	UPS	0.5606	PIK3R1
2534	Intracellular	0.6233	FYN
54816	Intracellular	0.5712	ZNF280D
27332	Intracellular	0.9328	ZNF638
5066	Signal-peptide	0.7461	PAM
23017	Intracellular	0.5508	FAIM2
56963	Transmembrane	0.5617	RGMA
6925	Intracellular	0.5871	TCF4
26046	UPS	0.5212	LTN1
715	UPS	0.5947	C1R
3977	UPS	0.55	LIFR
54793	UPS	0.5348	KCTD9
4052	UPS	0.5916	LTBP1
79632	Intracellular	0.5318	FAM184A
9520	Intracellular	0.9343	NPEPPS
2534	UPS	0.6066	FYN
51433	UPS	0.595	ANAPC5
80760	UPS	0.5982	ITIH5
1282	Signal-peptide	0.9997	COL4A1
2200	Intracellular	0.7259	FBN1
55885	UPS	0.5498	LMO3
4287	Intracellular	0.687	ATXN3
710	Signal-peptide	0.9999	SERPING1
83871	UPS	0.5493	RAB34
23589	UPS	0.5329	CARHSP1
55251	Intracellular	0.5576	PCMTD2
5325	Intracellular	0.5007	PLAGL1
85456	Intracellular	0.9344	TNKS1BP1
22872	Intracellular	0.5507	SEC31A
125058	Intracellular	0.9326	TBC1D16
6934	Intracellular	0.9328	TCF7L2
8763	Signal-peptide	0.73740000000000006	CD164
3908	Signal-peptide	0.9769	LAMA2
64084	Signal-peptide	0.8925	CLSTN2
25923	Intracellular	0.9343	ATL3
10493	Transmembrane	0.6235	VAT1
22872	UPS	0.5096	SEC31A
23515	UPS	0.5721	MORC3
10099	Transmembrane	0.6818	TSPAN3
54495	UPS	0.6368	TMX3
59342	UPS	0.6183	SCPEP1
23589	Intracellular	0.9344	CARHSP1
4774	UPS	0.6131	NFIA
26092	Intracellular	0.9343	TOR1AIP1
224	UPS	0.5644	ALDH3A2
56987	Intracellular	0.9345	BBX
10349	UPS	0.634	ABCA10
400986	Intracellular	0.9345	ANKRD36C
4857	UPS	0.5761	NOVA1
2200	Signal-peptide	0.9741	FBN1
54756	Intracellular	0.7123	IL17RD
29015	Transmembrane	0.8823	SLC43A3
123803	UPS	0.571	NTAN1
6925	Intracellular	0.5858	TCF4
4287	UPS	0.5389	ATXN3
3601	Signal-peptide	0.9863	IL15RA
51422	Intracellular	0.9345	PRKAG2
80205	Intracellular	0.9345	CHD9
28959	UPS	0.6013	TMEM176B
10659	Intracellular	0.5189	CELF2
9520	UPS	0.573	NPEPPS
367	Intracellular	0.5428	AR
51747	Intracellular	0.9345	LUC7L3
9859	UPS	0.535	CEP170
710	Signal-peptide	0.9999	SERPING1
5046	UPS	0.5396	PCSK6
2260	Signal-peptide	0.989	FGFR1
51422	UPS	0.5505	PRKAG2
9910	Intracellular	0.5022	RABGAP1L
367	Intracellular	0.5221	AR
54899	Intracellular	0.5785	PXK
889	UPS	0.5024	KRIT1
1303	UPS	0.5962	COL12A1
831	Intracellular	0.765	CAST
79776	UPS	0.5549	ZFHX4
4287	UPS	0.5399	ATXN3
2202	Signal-peptide	0.9939	EFEMP1
3603	Intracellular	0.5234	IL16
23041	UPS	0.5007	MON2
5310	Intracellular	0.5726	PKD1
54477	Intracellular	0.9344	PLEKHA5
9353	Signal-peptide	0.9006	SLIT2
9415	UPS	0.5238	FADS2
2192	Signal-peptide	0.9549	FBLN1
5501	Signal-peptide	0.7934	PPP1CC
94	UPS	0.5657	ACVRL1
4155	Intracellular	0.859	MBP
23589	UPS	0.5329	CARHSP1
222068	Signal-peptide	0.7153	TMED4
25890	Signal-peptide	0.7314	ABI3BP
83719	UPS	0.5729	YPEL3
83992	UPS	0.5279	CTTNBP2
5493	Intracellular	0.8798	PPL
7267	UPS	0.5002	TTC3
27030	Intracellular	0.5086	MLH3
9194	Transmembrane	0.9422	SLC16A7
57381	Intracellular	0.5707	RHOJ
10956	Signal-peptide	0.9964	OS9
5591	UPS	0.6138	PRKDC
813	Signal-peptide	0.4783	CALU
287	Intracellular	0.5866	ANK2
4857	UPS	0.5138	NOVA1
3516	UPS	0.5532	RBPJ
54806	UPS	0.6179	AHI1
90313	Transmembrane	0.4389	TP53I13
331	UPS	0.5423	XIAP
590	Signal-peptide	0.9975	BCHE
9936	Signal-peptide	0.9376	CD302
7148	Intracellular	0.5599	TNXB
3320	Transmembrane	0.6727	HSP90AA1
8405	UPS	0.5298	SPOP
25925	UPS	0.5521	ZNF521
444	Transmembrane	0.9302	ASPH
23635	Intracellular	0.5712	SSBP2
22872	UPS	0.5014	SEC31A
56987	UPS	0.6148	BBX
5156	Transmembrane	0.8236	PDGFRA
120892	UPS	0.6095	LRRK2
4090	UPS	0.5729	SMAD5
83992	Intracellular	0.6635	CTTNBP2
2052	Transmembrane	0.6976	EPHX1
22905	Intracellular	0.5513	EPN2
3959	Signal-peptide	0.9824	LGALS3BP
9353	Intracellular	0.5922	SLIT2
4155	Intracellular	0.9345	MBP
64397	Intracellular	0.6636	ZNF106
5228	Signal-peptide	0.9718	PGF
23032	UPS	0.5952	USP33
79632	Intracellular	0.664	FAM184A
2202	Signal-peptide	0.9939	EFEMP1
185	Transmembrane	0.9961	AGTR1
1804	Transmembrane	0.9969	DPP6
10417	Signal-peptide	0.7815	SPON2
3601	UPS	0.6156	IL15RA
10349	UPS	0.5947	ABCA10
23321	Intracellular	0.5034	TRIM2
4857	UPS	0.5881	NOVA1
3601	UPS	0.5759	IL15RA
79632	Intracellular	0.5888	FAM184A
2260	Signal-peptide	0.9489	FGFR1
26471	Intracellular	0.5713	NUPR1
23112	Intracellular	0.6807	TNRC6B
55885	UPS	0.5501	LMO3
1759	Intracellular	0.7183	DNM1
8991	Intracellular	0.5517	SELENBP1
27314	UPS	0.5243	RAB30
6596	Intracellular	0.546	HLTF
2260	Signal-peptide	0.9454	FGFR1
10010	Intracellular	0.9344	TANK
4763	UPS	0.573	NF1
1240	Transmembrane	0.964	CMKLR1
252839	Signal-peptide	0.9787	TMEM9
26022	Transmembrane	0.8013	TMEM98
862	Intracellular	0.595	RUNX1T1
817	Intracellular	0.5448	CAMK2D
3603	UPS	0.5965	IL16
284	UPS	0.6219	ANGPT1
4046	Intracellular	0.576	LSP1
6259	UPS	0.5696	RYK
10154	UPS	0.5797	PLXNC1
23371	Intracellular	0.5862	TNS2
6925	Intracellular	0.5869	TCF4
220965	Intracellular	0.5867	FAM13C
165	Intracellular	0.5546	AEBP1
3959	Signal-peptide	0.9824	LGALS3BP
9415	UPS	0.5236	FADS2
4774	Intracellular	0.6123	NFIA
8974	Signal-peptide	0.7992	P4HA2
89795	Intracellular	0.6952	"NAV3"
4649	Intracellular	0.8798	MYO9A
2273	Intracellular	0.5318	FHL1
25864	Signal-peptide	0.5013	ABHD14A
287	UPS	0.5734	ANK2
53826	Transmembrane	0.7135	FXYD6
54796	Intracellular	0.594	BNC2
55251	UPS	0.598	PCMTD2
54796	UPS	0.5589	BNC2
5270	Signal-peptide	0.5861	SERPINE2
9358	Intracellular	0.6131	ITGBL1
55830	Transmembrane	0.5671	GLT8D1
2549	Intracellular	0.5727	GAB1
27332	Intracellular	0.9328	ZNF638
8895	UPS	0.556	CPNE3
7106	Transmembrane	0.9253	TSPAN4
5547	UPS	0.6186	PRCP
367	Intracellular	0.5436	AR
22872	Intracellular	0.5507	SEC31A
4054	Signal-peptide	0.7198	LTBP3
5802	Signal-peptide	0.8824	PTPRS
7267	Intracellular	0.5147	TTC3
9639	Intracellular	0.5375	ARHGEF10
4774	UPS	0.5287	NFIA
9728	Intracellular	0.6814	SECISBP2L
125058	Intracellular	0.9345	TBC1D16
5168	Transmembrane	0.5337	ENPP2
2549	UPS	0.5721	GAB1
122786	Intracellular	0.5488	FRMD6
1060	Intracellular	0.5888	CENPC
114883	UPS	0.5215	OSBPL9
83719	Intracellular	0.9345	YPEL3
64167	UPS	0.5381	ERAP2
4784	Intracellular	0.9327	NFIX
2037	Intracellular	0.5873	EPB41L2
817	Intracellular	0.5396	CAMK2D
10350	Transmembrane	0.9651	ABCA9
5641	Signal-peptide	0.8893	LGMN
3069	UPS	0.5491	HDLBP
284297	Signal-peptide	0.8925	SSC5D
23564	Intracellular	0.5537	DDAH2
63917	Transmembrane	0.8044	GALNT11
90865	UPS	0.6172	IL33
85458	Intracellular	0.9344	DIXDC1
25800	UPS	0.6169	SLC39A6
22836	UPS	0.5728	RHOBTB3
5501	UPS	0.53	PPP1CC
2199	Signal-peptide	0.9026	FBLN2
1831	Intracellular	0.5779	TSC22D3
7328	UPS	0.6368	UBE2H
22872	UPS	0.5014	SEC31A
2260	Signal-peptide	0.9927	FGFR1
652	UPS	0.6183	BMP4
51474	Intracellular	0.5994	LIMA1
5104	Signal-peptide	0.9961	SERPINA5
6925	Intracellular	0.5752	TCF4
51421	Intracellular	0.9343	AMOTL2
10010	UPS	0.5382	TANK
26512	UPS	0.6367	INTS6
5034	Signal-peptide	0.8905	P4HB
56898	UPS	0.5448	BDH2
51279	UPS	0.5508	C1RL
351	Intracellular	0.563	APP
5066	Signal-peptide	0.8655	PAM
23187	Intracellular	0.8763	PHLDB1
92689	UPS	0.512	FAM114A1
50507	Transmembrane	0.8893	NOX4
10010	UPS	0.5294	TANK
23635	Transmembrane	0.5409	SSBP2
6720	Intracellular	0.9345	SREBF1
83719	UPS	0.5729	YPEL3
79632	Intracellular	0.5316	FAM184A
4090	UPS	0.5238	SMAD5
862	Intracellular	0.9345	RUNX1T1
6259	Signal-peptide	0.9477	RYK
4090	UPS	0.6181	SMAD5
2273	UPS	0.6359	FHL1
10203	Signal-peptide	0.9945	CALCRL
1634	Signal-peptide	0.9114	DCN
79022	UPS	0.5947	TMEM106C
444	Transmembrane	0.8401	ASPH
57489	Intracellular	0.6115	ODF2L
4212	Intracellular	0.6708	MEIS2
94	Signal-peptide	0.7813	ACVRL1
2934	Intracellular	0.6245	GSN
7373	Intracellular	0.6391	COL14A1
1601	UPS	0.5948	DAB2
309	UPS	0.5502	ANXA6
83468	Transmembrane	0.5049	GLT8D2
831	Intracellular	0.763	CAST
1808	Intracellular	0.6958	DPYSL2
9321	Intracellular	0.5665	TRIP11
123036	Intracellular	0.544	TC2N
8405	UPS	0.5814	SPOP
667	Intracellular	0.6782	DST
6934	Intracellular	0.5541	TCF7L2
81617	UPS	0.6139	CAB39L
1284	UPS	0.5379	COL4A2
54495	UPS	0.6368	TMX3
83871	Intracellular	0.9344	RAB34
8991	UPS	0.5189	SELENBP1
1066	UPS	0.6185	CES1
6332	Intracellular	0.595	SCN7A
128	UPS	0.6147	ADH5
5066	Signal-peptide	0.7469	PAM
10346	UPS	0.5526	TRIM22
25925	UPS	0.5952	ZNF521
54741	Transmembrane	0.9602	LEPROT
56898	UPS	0.6174	BDH2
862	Intracellular	0.8796	RUNX1T1
6925	Intracellular	0.5777	TCF4
7289	UPS	0.5611	TULP3
975	Transmembrane	0.8581	CD81
64857	UPS	0.5127	PLEKHG2
23041	UPS	0.5014	MON2
2353	Intracellular	0.6156	FOS
4313	UPS	0.5194	MMP2
2353	Intracellular	0.9345	FOS
23787	UPS	0.5231	MTCH1
4212	UPS	0.6033	MEIS2
9612	Intracellular	0.9345	NCOR2
7046	Signal-peptide	0.8557	TGFBR1
64167	Transmembrane	0.7737	ERAP2
7289	Intracellular	0.9343	TULP3
8082	Transmembrane	0.6782	SSPN
25890	Intracellular	0.6315	ABI3BP
29015	Transmembrane	0.8823	SLC43A3
252839	Signal-peptide	0.9646	TMEM9
3290	Signal-peptide	0.5887	HSD11B1
817	Intracellular	0.5449	CAMK2D
51747	Intracellular	0.9345	LUC7L3
133	Intracellular	0.9345	ADM
133	Signal-peptide	0.8983	ADM
10346	UPS	0.5328	TRIM22
4649	UPS	0.5909	MYO9A
23589	UPS	0.5329	CARHSP1
9236	UPS	0.5762	CCPG1
5034	Signal-peptide	0.995	P4HB
3685	Signal-peptide	0.8042	ITGAV
51747	Intracellular	0.9345	LUC7L3
4212	Intracellular	0.6707	MEIS2
2690	Signal-peptide	0.9741	GHR
10346	UPS	0.6368	TRIM22
287	Intracellular	0.5682	ANK2
22872	UPS	0.6147	SEC31A
23321	Intracellular	0.5027	TRIM2
27327	UPS	0.5697	TNRC6A
83468	Transmembrane	0.5049	GLT8D2
54664	Intracellular	0.9326	TMEM106B
5295	UPS	0.5995	PIK3R1
5802	Signal-peptide	0.8824	PTPRS
51429	UPS	0.6038	SNX9
9547	Signal-peptide	0.999	CXCL14
26020	Intracellular	0.558	LRP10
126	UPS	0.5325	ADH1C
4763	Intracellular	0.6089	NF1
8425	Intracellular	0.6238	LTBP4
3959	Signal-peptide	0.9824	LGALS3BP
1889	Transmembrane	0.7391	ECE1
1295	Transmembrane	0.5117	COL8A1
79022	Intracellular	0.9343	TMEM106C
116039	UPS	0.5506	OSR2
3516	Intracellular	0.9144	RBPJ
26118	Intracellular	0.5109	WSB1
224	UPS	0.5453	ALDH3A2
7431	Intracellular	0.9343	VIM
5866	Intracellular	0.5836	RAB3IL1
114883	UPS	0.5212	OSBPL9
5310	Intracellular	0.9343	PKD1
6095	Intracellular	0.9345	RORA
862	Intracellular	0.8798	RUNX1T1
79022	Intracellular	0.9343	TMEM106C
7077	UPS	0.6368	TIMP2
7148	Intracellular	0.5595	TNXB
51621	Intracellular	0.9345	KLF13
868	Intracellular	0.8559	CBLB
5737	Transmembrane	0.9596	PTGFR
5360	Signal-peptide	0.9943	PLTP
26118	Signal-peptide	0.7314	WSB1
5104	Signal-peptide	0.9961	SERPINA5
4784	Intracellular	0.7103	NFIX
26512	UPS	0.5486	INTS6
4784	Intracellular	0.9345	NFIX
10725	UPS	0.58	NFAT5
27020	Intracellular	0.9343	NPTN
51279	Intracellular	0.5721	C1RL
2335	Signal-peptide	0.7896	FN1
79718	Intracellular	0.5507	TBL1XR1
324	Intracellular	0.7341	APC
9353	Intracellular	0.6435	SLIT2
2273	Intracellular	0.5318	FHL1
2534	Transmembrane	0.7914	FYN
862	Intracellular	0.5922	RUNX1T1
6920	Intracellular	0.7283	TCEA3
22905	UPS	0.549	EPN2
25925	UPS	0.5939	ZNF521
4311	Transmembrane	0.9839	MME
5212	UPS	0.5527	VIT
3910	Signal-peptide	0.9877	LAMA4
2549	Intracellular	0.501	GAB1
123036	Intracellular	0.544	TC2N
9612	Intracellular	0.59	NCOR2
975	Transmembrane	0.9166	CD81
324	UPS	0.53	APC
3959	Signal-peptide	0.9993	LGALS3BP
161176	Intracellular	0.8763	SYNE3
4212	UPS	0.5719	MEIS2
90313	Transmembrane	0.4389	TP53I13
85004	Intracellular	0.9345	RERG
