EntrezID	Prediction	Score	GeneSymbol
10907	UPS	0.615	TXNL4A
55830	Transmembrane	0.5671	GLT8D1
221476	Signal-peptide	0.9951	PI16
80230	UPS	0.5727	RUFY1
4140	Intracellular	0.8796	MARK3
152503	Intracellular	0.5855	SH3D19
4053	Intracellular	0.551	LTBP2
6050	UPS	0.5191	RNH1
85458	Intracellular	0.9344	DIXDC1
2273	UPS	0.6138	FHL1
821	Signal-peptide	0.9991	CANX
55198	Intracellular	0.9344	APPL2
8076	Signal-peptide	0.8234	MFAP5
92140	Intracellular	0.6572	MTDH
90102	Intracellular	0.9329	PHLDB2
94	UPS	0.5657	ACVRL1
4239	Signal-peptide	0.5975	MFAP4
868	Intracellular	0.7173	CBLB
25959	Intracellular	0.6348	KANK2
54495	UPS	0.6368	TMX3
116987	Intracellular	0.6132	AGAP1
2037	Intracellular	0.5683	EPB41L2
51199	UPS	0.5505	NIN
10540	UPS	0.5918	DCTN2
9659	UPS	0.5699	PDE4DIP
23085	Intracellular	0.9342	ERC1
1636	Signal-peptide	0.9272	ACE
23621	Signal-peptide	0.8721	BACE1
10342	UPS	0.5739	TFG
114327	Intracellular	0.5683	EFHC1
6595	Intracellular	0.9345	SMARCA2
9839	Intracellular	0.7003	ZEB2
90	Signal-peptide	0.89	ACVR1
1290	Intracellular	0.6422	COL5A2
138050	Transmembrane	0.9443	HGSNAT
55011	Intracellular	0.9343	PIH1D1
29899	Intracellular	0.5715	GPSM2
4140	Intracellular	0.8796	MARK3
83641	UPS	0.5279	FAM107B
2181	Transmembrane	0.4879	ACSL3
6925	Intracellular	0.5886	TCF4
51604	UPS	0.6106	PIGT
55011	UPS	0.5497	PIH1D1
5348	Transmembrane	0.9559	FXYD1
4046	UPS	0.5341	LSP1
9276	Intracellular	0.9345	COPB2
94	Signal-peptide	0.7813	ACVRL1
8910	Intracellular	0.548	SGCE
831	Intracellular	0.8594	CAST
1634	Signal-peptide	0.9114	DCN
950	Transmembrane	0.6705	SCARB2
1066	UPS	0.6001	CES1
9805	Intracellular	0.9343	SCRN1
22998	Intracellular	0.6637	LIMCH1
9445	Transmembrane	0.9513	ITM2B
2801	Intracellular	0.771	GOLGA2
8853	UPS	0.5373	ASAP2
168667	UPS	0.561	BMPER
5737	Transmembrane	0.9596	PTGFR
868	Intracellular	0.7173	CBLB
23321	Intracellular	0.5034	TRIM2
26053	Intracellular	0.7177	AUTS2
25996	UPS	0.5533	REXO2
55622	UPS	0.536	TTC27
55589	Intracellular	0.5019	BMP2K
55885	UPS	0.5501	LMO3
823	UPS	0.6183	CAPN1
287	Intracellular	0.5884	ANK2
23155	Intracellular	0.6999	CLCC1
23074	UPS	0.636	UHRF1BP1L
23499	Intracellular	0.5615	MACF1
26227	Intracellular	0.7331	PHGDH
9859	UPS	0.5709	CEP170
51474	Intracellular	0.5994	LIMA1
8722	Signal-peptide	0.9924	CTSF
83871	UPS	0.5493	RAB34
4140	Intracellular	0.9344	MARK3
400	UPS	0.5872	ARL1
253461	Intracellular	0.5698	ZBTB38
54602	UPS	0.5594	NDFIP2
112399	Intracellular	0.9344	EGLN3
23090	Intracellular	0.5032	ZNF423
2037	UPS	0.5948	EPB41L2
92689	Intracellular	0.5728	FAM114A1
862	Intracellular	0.9345	RUNX1T1
1513	Signal-peptide	0.7701	CTSK
4857	Intracellular	0.5435	NOVA1
4053	Signal-peptide	0.7044	LTBP2
868	Intracellular	0.6318	CBLB
4681	Signal-peptide	0.7864	NBL1
10417	Signal-peptide	0.7905	SPON2
831	Intracellular	0.7648	CAST
1534	Transmembrane	0.7309	CYB561
6925	Intracellular	0.5886	TCF4
259230	UPS	0.6367	SGMS1
5325	Intracellular	0.5007	PLAGL1
81555	UPS	0.5984	YIPF5
5087	UPS	0.5314	PBX1
6050	Intracellular	0.5759	RNH1
28966	UPS	0.5497	SNX24
55246	UPS	0.6368	CCDC25
652	Intracellular	0.9345	BMP4
8671	Intracellular	0.5662	SLC4A4
1495	UPS	0.5189	CTNNA1
81502	Transmembrane	0.936	HM13
4046	UPS	0.5747	LSP1
7431	Intracellular	0.9343	VIM
1809	UPS	0.614	DPYSL3
862	UPS	0.5399	RUNX1T1
7289	UPS	0.5611	TULP3
5325	UPS	0.5497	PLAGL1
287	Intracellular	0.5873	ANK2
80184	Intracellular	0.5877	CEP290
338382	UPS	0.6342	RAB7B
57562	Intracellular	0.9345	CEP126
3093	Intracellular	0.9345	UBE2K
5315	Intracellular	0.5544	PKM
831	Intracellular	0.5174	CAST
112476	UPS	0.5716	PRRT2
831	Intracellular	0.6329	CAST
57224	Intracellular	0.9345	NHSL1
5520	UPS	0.5697	PPP2R2A
25890	Signal-peptide	0.7314	ABI3BP
128553	UPS	0.5342	TSHZ2
79057	Transmembrane	0.9999	PRRG3
29123	Intracellular	0.5495	ANKRD11
378	UPS	0.5376	ARF4
821	Signal-peptide	0.9982	CANX
114327	UPS	0.5519	EFHC1
23136	UPS	0.5918	EPB41L3
8910	Intracellular	0.5765	SGCE
4925	Signal-peptide	0.9099	NUCB2
3899	Intracellular	0.9343	AFF3
29123	Intracellular	0.6323	ANKRD11
38	UPS	0.5266	ACAT1
3606	UPS	0.614	IL18
3688	Signal-peptide	0.817	ITGB1
7084	Intracellular	0.9328	TK2
10099	Transmembrane	0.6818	TSPAN3
6249	Intracellular	0.7302	CLIP1
5046	Signal-peptide	0.9703	PCSK6
9520	UPS	0.5441	NPEPPS
7148	Intracellular	0.5595	TNXB
7074	Intracellular	0.5682	TIAM1
8510	Intracellular	0.9345	MMP23B
5707	Intracellular	0.5019	PSMD1
55885	UPS	0.5501	LMO3
114327	UPS	0.5498	EFHC1
51522	Transmembrane	0.5128	TMEM14C
54431	Transmembrane	0.9005	DNAJC10
2737	Intracellular	0.7339	GLI3
715	UPS	0.5947	C1R
4140	Intracellular	0.8796	MARK3
8405	UPS	0.5737	SPOP
224	UPS	0.5235	ALDH3A2
862	Intracellular	0.8798	RUNX1T1
7184	Signal-peptide	0.9756	HSP90B1
302	Intracellular	0.576	ANXA2
302	UPS	0.5309	ANXA2
6717	UPS	0.5587	SRI
91351	UPS	0.6181	DDX60L
821	Signal-peptide	0.9982	CANX
10765	Intracellular	0.5477	KDM5B
6934	Intracellular	0.7328	TCF7L2
283383	Intracellular	0.6582	ADGRD1
1545	Transmembrane	0.6925	CYP1B1
4925	Signal-peptide	0.9023	NUCB2
1495	UPS	0.5311	CTNNA1
10159	UPS	0.6178	ATP6AP2
55568	Transmembrane	0.77	GALNT10
132	UPS	0.6176	ADK
9270	Intracellular	0.7038	ITGB1BP1
51062	UPS	0.5215	ATL1
9276	UPS	0.57	COPB2
143872	UPS	0.5727	ARHGAP42
90313	Transmembrane	0.4389	TP53I13
10659	Intracellular	0.5189	CELF2
821	Signal-peptide	0.9982	CANX
1634	Signal-peptide	0.9114	DCN
1728	UPS	0.6368	NQO1
3688	Signal-peptide	0.817	ITGB1
26227	UPS	0.5303	PHGDH
8445	Transmembrane	0.7827	DYRK2
4140	Intracellular	0.9328	MARK3
7869	Signal-peptide	0.6723	SEMA3B
5965	UPS	0.6368	RECQL
287	Intracellular	0.5866	ANK2
4853	Signal-peptide	0.9996	NOTCH2
5476	Signal-peptide	0.9469	CTSA
23051	Intracellular	0.6783	ZHX3
51604	Signal-peptide	0.9749	PIGT
22872	Intracellular	0.5507	SEC31A
2014	Transmembrane	0.5411	EMP3
5476	Signal-peptide	0.9469	CTSA
83871	Intracellular	0.9345	RAB34
11342	UPS	0.5439	RNF13
871	Signal-peptide	0.9941	SERPINH1
7360	UPS	0.6034	UGP2
124936	Intracellular	0.7131	CYB5D2
440275	Intracellular	0.9345	EIF2AK4
975	Transmembrane	0.8581	CD81
5104	Signal-peptide	0.9961	SERPINA5
8910	Signal-peptide	0.5734	SGCE
710	Signal-peptide	0.9997	SERPING1
71	UPS	0.5535	ACTG1
51347	Intracellular	0.9325	TAOK3
4925	Signal-peptide	0.9081	NUCB2
38	Intracellular	0.5066	ACAT1
831	Intracellular	0.765	CAST
8907	UPS	0.6122	AP1M1
224	UPS	0.5453	ALDH3A2
125058	Intracellular	0.9346	TBC1D16
57118	Intracellular	0.6399	CAMK1D
11099	UPS	0.6191	PTPN21
7068	Intracellular	0.5435	THRB
9135	Intracellular	0.8618	RABEP1
4088	Intracellular	0.5736	SMAD3
23321	Intracellular	0.9345	TRIM2
114884	UPS	0.5354	OSBPL10
90203	Intracellular	0.9326	SNX21
55769	Intracellular	0.5131	ZNF83
60681	Signal-peptide	0.9351	FKBP10
1513	Signal-peptide	0.7701	CTSK
8722	Signal-peptide	0.9924	CTSF
1192	UPS	0.6154	CLIC1
8910	Intracellular	0.9344	SGCE
123803	UPS	0.5737	NTAN1
27101	UPS	0.612	CACYBP
4140	Intracellular	0.7679	MARK3
5315	UPS	0.5974	PKM
8869	Intracellular	0.9327	ST3GAL5
4660	Intracellular	0.9345	PPP1R12B
81855	Intracellular	0.605	SFXN3
1513	Signal-peptide	0.7701	CTSK
3899	Intracellular	0.7325	AFF3
9759	Intracellular	0.6022	HDAC4
47	Intracellular	0.5664	ACLY
8073	UPS	0.5959	PTP4A2
90135	Intracellular	0.5577	BTBD6
8910	Intracellular	0.9343	SGCE
367	Intracellular	0.5428	AR
2037	UPS	0.5306	EPB41L2
6709	Intracellular	0.9343	SPTAN1
7084	Intracellular	0.9328	TK2
6605	Intracellular	0.8026	SMARCE1
8863	Intracellular	0.5758	PER3
5476	Signal-peptide	1	CTSA
22800	Intracellular	0.9343	RRAS2
8615	Intracellular	0.6451	USO1
8910	Intracellular	0.5506	SGCE
123803	Intracellular	0.9342	NTAN1
5104	Signal-peptide	0.9961	SERPINA5
285753	UPS	0.5888	CEP57L1
85439	Intracellular	0.5485	STON2
7084	UPS	0.6117	TK2
10659	Intracellular	0.5189	CELF2
55246	UPS	0.6331	CCDC25
1534	UPS	0.6169	CYB561
50865	UPS	0.6368	HEBP1
8076	Signal-peptide	0.8234	MFAP5
9040	UPS	0.5583	UBE2M
55198	Intracellular	0.5414	APPL2
8725	UPS	0.534	URI1
23236	Intracellular	0.9345	PLCB1
287	Intracellular	0.5312	ANK2
83641	Intracellular	0.6141	FAM107B
10659	Intracellular	0.5189	CELF2
8907	UPS	0.6133	AP1M1
10979	UPS	0.619	FERMT2
23321	Intracellular	0.5834	TRIM2
1534	Transmembrane	0.5331	CYB561
3613	UPS	0.5266	IMPA2
80381	Signal-peptide	0.5294	CD276
23321	Intracellular	0.5834	TRIM2
1729	Intracellular	0.6016	DIAPH1
23499	Intracellular	0.9328	MACF1
54507	Signal-peptide	0.9999	ADAMTSL4
4046	UPS	0.611	LSP1
3074	UPS	0.573	HEXB
4140	Intracellular	0.828	MARK3
23250	Intracellular	0.9326	ATP11A
55885	Intracellular	0.5509	LMO3
57569	Intracellular	0.7309	ARHGAP20
22818	Intracellular	0.5544	COPZ1
3572	Signal-peptide	0.8879	IL6ST
6595	Signal-peptide	0.9564	SMARCA2
5157	Signal-peptide	0.9483	PDGFRL
253461	UPS	0.6174	ZBTB38
224	Intracellular	0.5463	ALDH3A2
79026	UPS	0.5482	AHNAK
54741	Transmembrane	0.9602	LEPROT
114882	UPS	0.521	OSBPL8
22809	UPS	0.6037	ATF5
92126	Transmembrane	0.5115	DSEL
51084	UPS	0.611	CRYL1
287	Intracellular	0.5285	ANK2
715	Signal-peptide	0.9517	C1R
126119	Intracellular	0.9326	JOSD2
6925	Intracellular	0.5745	TCF4
4140	Intracellular	0.8798	MARK3
23321	Intracellular	0.5834	TRIM2
1734	Transmembrane	0.7087	DIO2
85440	Intracellular	0.7146	DOCK7
79603	Transmembrane	0.703	CERS4
6050	Intracellular	0.5759	RNH1
51421	UPS	0.5228	AMOTL2
3899	Intracellular	0.6772	AFF3
79022	UPS	0.5947	TMEM106C
977	Transmembrane	0.9904	CD151
54495	UPS	0.6368	TMX3
94081	Intracellular	0.6051	SFXN1
4925	Signal-peptide	0.9099	NUCB2
10216	Signal-peptide	0.9932	PRG4
28966	Intracellular	0.9345	SNX24
5159	UPS	0.5399	PDGFRB
9652	Intracellular	0.5012	TTC37
26227	Intracellular	0.6307	PHGDH
2697	Transmembrane	0.638	GJA1
55885	UPS	0.5498	LMO3
5476	Signal-peptide	1	CTSA
6605	UPS	0.5517	SMARCE1
23321	Intracellular	0.5823	TRIM2
440275	Intracellular	0.5668	EIF2AK4
9639	Intracellular	0.5375	ARHGEF10
55769	Intracellular	0.9343	ZNF83
29123	Intracellular	0.9326	ANKRD11
22902	Intracellular	0.7337	RUFY3
114327	Intracellular	0.9345	EFHC1
1176	UPS	0.614	AP3S1
2273	UPS	0.6367	FHL1
55283	UPS	0.6368	MCOLN3
8895	UPS	0.626	CPNE3
23345	Intracellular	0.5474	SYNE1
6595	Intracellular	0.9345	SMARCA2
22862	Intracellular	0.5037	FNDC3A
7084	Intracellular	0.9345	TK2
26053	Intracellular	0.8765	AUTS2
94	Signal-peptide	0.7813	ACVRL1
8082	Transmembrane	0.6782	SSPN
4090	UPS	0.5729	SMAD5
1636	Signal-peptide	0.9881	ACE
4140	Intracellular	0.8796	MARK3
5829	UPS	0.501	PXN
6876	UPS	0.5702	TAGLN
117583	Intracellular	0.7327	PARD3B
4017	Signal-peptide	0.8151	LOXL2
5167	Intracellular	0.5385	ENPP1
22902	Intracellular	0.9326	RUFY3
23236	UPS	0.573	PLCB1
26471	Intracellular	0.5713	NUPR1
56061	UPS	0.615	UBFD1
667	Intracellular	0.5221	DST
1203	Transmembrane	0.5724	CLN5
4784	Intracellular	0.9327	NFIX
3843	Intracellular	0.5175	IPO5
5295	Intracellular	0.562	PIK3R1
7068	UPS	0.5736	THRB
9639	Intracellular	0.5841	ARHGEF10
54431	Intracellular	0.594	DNAJC10
4155	Intracellular	0.9345	MBP
302	UPS	0.5316	ANXA2
54796	Intracellular	0.9247	BNC2
4090	UPS	0.597	SMAD5
9659	Intracellular	0.9343	PDE4DIP
4131	Intracellular	0.6087	MAP1B
79600	Signal-peptide	0.9989	TCTN1
10154	UPS	0.6365	PLXNC1
168667	UPS	0.561	BMPER
23321	Intracellular	0.5823	TRIM2
967	Transmembrane	0.6848	CD63
823	UPS	0.5701	CAPN1
3688	Signal-peptide	0.7678	ITGB1
6925	Intracellular	0.5885	TCF4
3843	UPS	0.5947	IPO5
10907	UPS	0.6322	TXNL4A
51433	UPS	0.5697	ANAPC5
5046	Signal-peptide	0.9703	PCSK6
975	Transmembrane	0.9679	CD81
79600	Signal-peptide	0.9989	TCTN1
11325	UPS	0.6367	DDX42
871	Signal-peptide	0.9904	SERPINH1
123803	UPS	0.5737	NTAN1
9685	Transmembrane	0.521	CLINT1
1203	Transmembrane	0.6224	CLN5
5325	UPS	0.5952	PLAGL1
2037	Intracellular	0.5844	EPB41L2
10160	UPS	0.6129	FARP1
8754	Signal-peptide	0.8413	ADAM9
5257	Intracellular	0.5624	PHKB
8546	Intracellular	0.6799	AP3B1
8910	Transmembrane	0.6293	SGCE
10006	Intracellular	0.585	ABI1
4692	Intracellular	0.5918	NDN
23345	Intracellular	0.5476	SYNE1
3516	Intracellular	0.6971	RBPJ
55095	Intracellular	0.7197	SAMD4B
3908	Intracellular	0.501	LAMA2
23468	Intracellular	0.5649	CBX5
285590	Intracellular	0.9344	SH3PXD2B
81790	Intracellular	0.9326	RNF170
253461	Intracellular	0.7165	ZBTB38
8754	Signal-peptide	0.8825	ADAM9
51495	Transmembrane	0.9922	HACD3
3688	Signal-peptide	0.817	ITGB1
3910	Signal-peptide	0.9877	LAMA4
977	Transmembrane	0.9904	CD151
1495	Intracellular	0.9345	CTNNA1
7184	UPS	0.5918	HSP90B1
862	Intracellular	0.9345	RUNX1T1
23239	UPS	0.5297	PHLPP1
80854	UPS	0.5148	SETD7
287	Intracellular	0.5853	ANK2
287	Intracellular	0.5817	ANK2
285590	Intracellular	0.5491	SH3PXD2B
80230	Intracellular	0.7331	RUFY1
9659	Intracellular	0.5896	PDE4DIP
10630	Signal-peptide	0.8808	PDPN
404093	Intracellular	0.9343	CUEDC1
862	Intracellular	0.8796	RUNX1T1
8754	Signal-peptide	0.8413	ADAM9
10159	UPS	0.6138	ATP6AP2
826	Transmembrane	0.4256	CAPNS1
64854	Intracellular	0.9225	USP46
10111	Intracellular	0.5692	RAD50
23321	Intracellular	0.5834	TRIM2
871	Signal-peptide	0.9941	SERPINH1
23136	UPS	0.5272	EPB41L3
6595	Intracellular	0.8772	SMARCA2
83877	UPS	0.5696	TM2D2
1634	Signal-peptide	0.9114	DCN
821	Intracellular	0.5545	CANX
64397	UPS	0.5497	ZNF106
5238	Intracellular	0.501	PGM3
1495	UPS	0.5148	CTNNA1
6786	UPS	0.6182	STIM1
7046	Signal-peptide	0.8557	TGFBR1
114327	Intracellular	0.5682	EFHC1
22800	Intracellular	0.9345	RRAS2
23136	Intracellular	0.7332	EPB41L3
823	UPS	0.5688	CAPN1
100133941	Signal-peptide	0.9994	CD24
51226	UPS	0.567	COPZ2
3611	Intracellular	0.5466	ILK
22998	Intracellular	0.6619	LIMCH1
57125	Signal-peptide	0.9264	PLXDC1
56994	Transmembrane	0.6212	CHPT1
3899	Intracellular	0.9343	AFF3
6925	Intracellular	0.587	TCF4
8803	UPS	0.5006	SUCLA2
3093	UPS	0.553	UBE2K
5290	Intracellular	0.5474	PIK3CA
7345	Intracellular	0.9328	UCHL1
2181	Transmembrane	0.9991	ACSL3
63971	Intracellular	0.8023	KIF13A
139818	UPS	0.5338	DOCK11
1435	Transmembrane	0.5175	CSF1
51635	Signal-peptide	0.6319	DHRS7
80206	Intracellular	0.5719	FHOD3
7184	Intracellular	0.608	HSP90B1
51429	UPS	0.5215	SNX9
287	Intracellular	0.5866	ANK2
287	Intracellular	0.5845	ANK2
8073	UPS	0.5504	PTP4A2
6786	UPS	0.6183	STIM1
302	Intracellular	0.6141	ANXA2
23321	Intracellular	0.5834	TRIM2
1729	Intracellular	0.6142	DIAPH1
152503	Intracellular	0.5865	SH3D19
55616	UPS	0.5191	ASAP3
5066	Signal-peptide	0.8741	PAM
706	Signal-peptide	0.5908	TSPO
27020	Signal-peptide	0.9601	NPTN
157680	UPS	0.5014	VPS13B
665	UPS	0.6182	BNIP3L
128	UPS	0.5957	ADH5
55011	UPS	0.5313	PIH1D1
9270	UPS	0.614	ITGB1BP1
9322	Intracellular	0.9347	TRIP10
6091	UPS	0.5817	ROBO1
170463	UPS	0.5294	SSBP4
5104	Signal-peptide	0.9961	SERPINA5
4140	Intracellular	0.9345	MARK3
144165	Intracellular	0.6267	PRICKLE1
23321	Intracellular	0.5728	TRIM2
10159	UPS	0.5532	ATP6AP2
1192	UPS	0.6154	CLIC1
287	Intracellular	0.529	ANK2
285753	Intracellular	0.5405	CEP57L1
113146	Intracellular	0.5914	AHNAK2
66005	Signal-peptide	0.9713	CHID1
7058	Signal-peptide	0.9986	THBS2
115294	Intracellular	0.5332	PCMTD1
1759	UPS	0.537	DNM1
29899	Intracellular	0.5656	GPSM2
23582	UPS	0.5581	CCNDBP1
23155	Intracellular	0.6983	CLCC1
1803	Transmembrane	0.8431	DPP4
94081	Intracellular	0.9345	SFXN1
7127	Intracellular	0.5786	TNFAIP2
8405	UPS	0.5298	SPOP
7084	Intracellular	0.9328	TK2
1066	Signal-peptide	0.8709	CES1
287	Intracellular	0.5838	ANK2
51604	Signal-peptide	0.9749	PIGT
287	Intracellular	0.5866	ANK2
1456	Intracellular	0.8721	CSNK1G3
10493	UPS	0.5174	VAT1
118429	Intracellular	0.5629	ANTXR2
657	Signal-peptide	0.6404	BMPR1A
831	Intracellular	0.765	CAST
51768	UPS	0.6182	TM7SF3
6925	Signal-peptide	0.3843	TCF4
7127	Intracellular	0.8556	TNFAIP2
54431	Transmembrane	0.9005	DNAJC10
5125	Signal-peptide	0.8187	PCSK5
224	UPS	0.5976	ALDH3A2
9520	Intracellular	0.5399	NPEPPS
80205	Intracellular	0.5834	CHD9
10159	UPS	0.5611	ATP6AP2
10342	Intracellular	0.6404	TFG
10979	UPS	0.5212	FERMT2
51199	UPS	0.5947	NIN
823	UPS	0.5675	CAPN1
4212	Intracellular	0.5151	MEIS2
399888	Signal-peptide	0.9852	FAM180B
168667	Intracellular	0.7006	BMPER
10645	UPS	0.5518	CAMKK2
10274	Intracellular	0.9149	STAG1
9194	Transmembrane	0.9422	SLC16A7
4782	Intracellular	0.7003	NFIC
3516	UPS	0.5532	RBPJ
9761	Intracellular	0.5942	MLEC
7358	UPS	0.515	UGDH
4140	Intracellular	0.8798	MARK3
9097	UPS	0.5504	USP14
23136	UPS	0.5918	EPB41L3
51768	UPS	0.6182	TM7SF3
60	Intracellular	0.5294	ACTB
252839	Signal-peptide	0.9787	TMEM9
224	Intracellular	0.5623	ALDH3A2
3096	Intracellular	0.6077	HIVEP1
9877	Intracellular	0.5877	ZC3H11A
23321	Intracellular	0.5834	TRIM2
27147	Intracellular	0.8798	DENND2A
444	UPS	0.5724	ASPH
3688	Signal-peptide	0.817	ITGB1
3613	UPS	0.5583	IMPA2
5034	Signal-peptide	0.995	P4HB
94081	Intracellular	0.9345	SFXN1
9520	UPS	0.5134	NPEPPS
1803	Transmembrane	0.8431	DPP4
10082	UPS	0.5441	GPC6
10391	Intracellular	0.5466	CORO2B
27327	Intracellular	0.5618	TNRC6A
9520	UPS	0.5712	NPEPPS
715	UPS	0.5947	C1R
3843	UPS	0.5947	IPO5
7106	UPS	0.6182	TSPAN4
8907	UPS	0.573	AP1M1
9353	Intracellular	0.5507	SLIT2
444	Transmembrane	0.8401	ASPH
26022	Transmembrane	0.8013	TMEM98
7084	Intracellular	0.9345	TK2
4719	Intracellular	0.588	NDUFS1
10391	Intracellular	0.5466	CORO2B
27152	UPS	0.5729	INTU
9522	Intracellular	0.5508	SCAMP1
79022	Intracellular	0.9343	TMEM106C
83877	UPS	0.5724	TM2D2
51062	UPS	0.6181	ATL1
90	Signal-peptide	0.89	ACVR1
9652	UPS	0.6146	TTC37
8722	Signal-peptide	0.9924	CTSF
114327	Intracellular	0.5682	EFHC1
6925	Intracellular	0.5885	TCF4
64167	Transmembrane	0.7737	ERAP2
2014	Transmembrane	0.7457	EMP3
285753	UPS	0.5888	CEP57L1
115290	Intracellular	0.9326	FBXO17
23321	Intracellular	0.5834	TRIM2
1604	Signal-peptide	0.9215	CD55
29767	Intracellular	0.8405	TMOD2
10342	Intracellular	0.6966	TFG
9839	Intracellular	0.6886	ZEB2
6934	Intracellular	0.7308	TCF7L2
9520	UPS	0.5587	NPEPPS
7360	UPS	0.6135	UGP2
154807	UPS	0.5596	VKORC1L1
90102	Intracellular	0.7596	PHLDB2
60681	Signal-peptide	0.9351	FKBP10
6925	Intracellular	0.6316	TCF4
60	Intracellular	0.5564	ACTB
5156	Signal-peptide	0.697	PDGFRA
88745	UPS	0.614	RRP36
125058	Intracellular	0.9326	TBC1D16
3611	UPS	0.5556	ILK
4719	Intracellular	0.5861	NDUFS1
29904	Intracellular	0.5474	EEF2K
22905	Intracellular	0.9345	EPN2
66005	Intracellular	0.9345	CHID1
8754	Signal-peptide	0.8825	ADAM9
6050	Intracellular	0.5759	RNH1
7084	Intracellular	0.9344	TK2
1513	Signal-peptide	0.7701	CTSK
63971	Intracellular	0.5457	KIF13A
7358	UPS	0.5816	UGDH
1295	Transmembrane	0.5117	COL8A1
115294	UPS	0.5443	PCMTD1
9638	UPS	0.5947	FEZ1
79603	Transmembrane	0.703	CERS4
11328	Signal-peptide	0.9938	FKBP9
10159	UPS	0.5521	ATP6AP2
10216	Signal-peptide	0.931	PRG4
8510	Intracellular	0.9345	MMP23B
1634	Signal-peptide	0.9114	DCN
23362	UPS	0.571	PSD3
2801	Intracellular	0.5895	GOLGA2
6678	UPS	0.6172	SPARC
3074	Intracellular	0.9345	HEXB
7846	Intracellular	0.5696	TUBA1A
6709	UPS	0.6183	SPTAN1
871	Signal-peptide	0.9941	SERPINH1
9902	UPS	0.6159	MRC2
1290	Intracellular	0.5987	COL5A2
826	UPS	0.6368	CAPNS1
1462	Signal-peptide	0.5487	VCAN
26227	Intracellular	0.5736	PHGDH
10417	Signal-peptide	0.7905	SPON2
55629	Intracellular	0.9345	PNRC2
23543	Intracellular	0.5675	RBFOX2
51768	Signal-peptide	0.997	TM7SF3
8910	Signal-peptide	0.5734	SGCE
2260	UPS	0.5342	FGFR1
6050	Intracellular	0.5424	RNH1
5376	Transmembrane	0.5545	PMP22
6925	Intracellular	0.632	TCF4
126	UPS	0.5325	ADH1C
4155	Intracellular	0.9345	MBP
5238	UPS	0.615	PGM3
132	UPS	0.6368	ADK
1495	UPS	0.5484	CTNNA1
114898	Signal-peptide	0.7383	C1QTNF2
92912	UPS	0.6365	UBE2Q2
3910	Signal-peptide	0.9877	LAMA4
22902	UPS	0.5307	RUFY3
7813	UPS	0.5283	EVI5
29899	UPS	0.5508	GPSM2
10073	Intracellular	0.562	SNUPN
123920	Transmembrane	0.9352	CMTM3
143872	Intracellular	0.5668	ARHGAP42
285753	UPS	0.5861	CEP57L1
9663	UPS	0.5212	LPIN2
4076	Intracellular	0.8087	CAPRIN1
23236	UPS	0.536	PLCB1
51062	Transmembrane	0.9746	ATL1
4155	Intracellular	0.9344	MBP
6925	Intracellular	0.5883	TCF4
1152	Intracellular	0.5357	CKB
10099	Transmembrane	0.6818	TSPAN3
7165	Intracellular	0.6133	TPD52L2
826	Intracellular	0.5953	CAPNS1
3845	UPS	0.592	KRAS
143686	Intracellular	0.9343	SESN3
64397	Intracellular	0.6636	ZNF106
23197	UPS	0.5385	FAF2
59339	UPS	0.5734	PLEKHA2
79603	Transmembrane	0.703	CERS4
8411	Intracellular	0.9343	EEA1
9659	Intracellular	0.9345	PDE4DIP
11228	Intracellular	0.6877	RASSF8
85456	Intracellular	0.9343	TNKS1BP1
970	Transmembrane	0.9839	CD70
56963	Signal-peptide	0.6989	RGMA
80821	Intracellular	0.5457	DDHD1
4035	Signal-peptide	0.9707	LRP1
5034	Signal-peptide	0.9343	P4HB
871	Signal-peptide	0.9941	SERPINH1
6925	Intracellular	0.5884	TCF4
27314	UPS	0.5243	RAB30
60492	Intracellular	0.5805	CCDC90B
1432	UPS	0.5495	MAPK14
9839	Intracellular	0.9345	ZEB2
4254	Signal-peptide	0.7686	KITLG
1604	UPS	0.6183	CD55
10154	UPS	0.5797	PLXNC1
5376	Transmembrane	0.7469	PMP22
23022	Intracellular	0.5739	PALLD
287	Intracellular	0.5285	ANK2
51199	Intracellular	0.5689	NIN
124936	UPS	0.569	CYB5D2
51604	Signal-peptide	0.9164	PIGT
975	Transmembrane	0.8581	CD81
6050	Intracellular	0.6253	RNH1
22839	UPS	0.5405	DLGAP4
4925	Signal-peptide	0.9099	NUCB2
10099	Signal-peptide	0.7461	TSPAN3
91252	Signal-peptide	0.6487	SLC39A13
287	Intracellular	0.5285	ANK2
8425	Intracellular	0.6422	LTBP4
123920	Transmembrane	0.9352	CMTM3
55616	Intracellular	0.9326	ASAP3
6605	Intracellular	0.5947	SMARCE1
2273	Intracellular	0.5502	FHL1
5396	Intracellular	0.9345	PRRX1
27020	UPS	0.5481	NPTN
23321	Intracellular	0.5834	TRIM2
26227	UPS	0.5918	PHGDH
284207	Intracellular	0.9345	METRNL
7791	Intracellular	0.5152	ZYX
57149	Intracellular	0.9131	LYRM1
22800	UPS	0.6148	RRAS2
4267	Signal-peptide	0.997	CD99
22905	UPS	0.5405	EPN2
6238	Intracellular	0.9345	RRBP1
8869	Transmembrane	0.9661	ST3GAL5
5476	Signal-peptide	1	CTSA
79600	Signal-peptide	0.9989	TCTN1
23471	Transmembrane	0.6924	TRAM1
7084	UPS	0.5995	TK2
7204	Intracellular	0.7158	TRIO
71	Intracellular	0.5564	ACTG1
